Ctesiphon	Ctesiphon, -ontis (m.). a man’s name,—2. (f.) a city
Cuba	Cuba, -ae (f.)
Cuballum	Cuballum, -i (n.)
Cularo	Cularo, -onis (f.); of or belonging to Cularo, Cularonensis, -e
Culeo	Culeo, -onis (m.)
Cumae	Cumae, -arum (f.); also poet., Cyme, -es (f.); of or belonging to Cumae, Cumaeus, -a, -um, and Cumanus, -a, -um
Cumberland	Cumbria, -ae (f.)
Cuneus	Cuneus, -ei (m.)
Cuningham	Cunigamia, -ae (f.)
Cupid	Cupido, -inis (m.); Amor, -oris (m.); of or relating to Cupid, Cupidineus, -a, -um
Cupiennius	Cupiennius, -ii (m.)
Cupra	Cupra, -ae (f.); of or belonging to Cupra, Cuprensis, -e
Curdistan	Curdia, -ae (f.); the Curds, Curdi, -orum (m.)
Cures, Correse	Cures, -ium (m.); of or belonging to Cures, Curensis, -e; an inhabitant of Cures, Cures, -etis (m.)
Curetes	Curetes, -um (m.); of or belonging to the Curetes, Cureticus, -a, -um
Curiatius	Curiatius, -ii (m.)
Curio	Curio, -onis (m.); of or belonging to Curio, Curionianus, -a, um
Curiosolitae	Curiosolitae, -arum, and Curiosolites, -um (m.)
Curius	Curius, -ii (m.); of or belonging to Curius, Curianus, -a, -um
Curland	Curonia, -ae (f.)
Cursor	Cursor, -oris (m.)
Curtius	Curtius, -ii (m.)
Curzola	Corcyra Nigra (f.)
Curiolari	Echinades, -um (f.), insulae
Cuta	Cuta, -ae (f.); of or belonging to Cuta, Cutaeus, -a, -um
Cuthbert	Cuthbertus, -i (m.)
Cutiliae	Cutiliae, -arum (f.); of or belonging to Cutiliae, Cutiliensis, -e, and Cutilius, -a, -um
Cutina	Cutina, -ae (f.)
Cyane	Cyane, -es (f.)
Cyanean (islands)	Cyaneae, -arum (f.); of or belonging to the Cyanean Islands, Cyanean, Cyaneus, -a, -um
Cybele	Cybele, -es (f.); of or belonging to Cybele, Cybeleius, -a, -um
Cyclades	the (islands), Cyclades, -um (f.)
Cycnus	Cycnus, -i (m.); of or relating to Cycnus, Cycneius, -a, -um
Cydas	Cydas, -ae (m.)
Cydippe	Cydippe, -es (f.)
Cydnus	Cydnus, -i (m.)
Cydonia	Cydonia, -ae, and Cydon, -onis (f.); of or belonging to Cydon, Cydonian, Cydonius, -a, um; an inhabitant of Cydon, Cydon, -onis (m.); the inhabitants of Cydon, Cydoniatae, -arum (m.)
Cyllarus	Cyllarus, -i (m.)
Cyllene	Cyllene, -es (f.); of or belonging to Cyllene, Cyllenian, Cyllenaeus, -a, -um. and Cyllenius, -a, -um
Cylon	Cylon, -onis (m.); of or relating to Cylon, Cylonius, -a, um
Cyme	Cyme, -es (f.); Cymean, Cymaeus, -a, -um
Cymodoce	Cymodoce, -es (f.)
Cymothöe	Cymothoe, -es (f.)
Cynapes	Cynapes, -is (m.)
Cynosarges	Cynosarges, -ium (f.)
Cynoscephalae	Cynoscephalae, -arum (f.)
Cynossema	Cynossema, -atis (n.)
Cynthia	Cynthia, -ae (f.)
Cynthus, Mount Cynthus	Cynthus, -i (m.); of or belonging to Cynthus, Cynthius, -a, -um
Cynus	Cynus, -i (f.)
Cyparissia	Cyparissia, -ae (f.); of or belonging to Cyparissia, Cyparissian, Cyparissius, -a, -um; Gulf of Cyparissia, Sinus Cyparissius
Cyparissus	Cyparissus, -i (m.)
Cyprian	Cyprianus, -i (m.)
Cyprus	Cyprus, -i (f.); of or belonging to Cyprus, Cyprian, Cyprius, a, -um; Cypricus, -a, -um; and late, Cypriacus, -a, -um; pecul. feminine, Cypris, -idis (esp. as appell. of Venus)
Cypsela	Cypsela, -orum (n.)
Cypselus	Cypselus, -i (m.); son of Cypselus, Cypselides, -ae (m.)
Cyrene	Cyrene, -es, and Cyrenae, -arum (f.); of or belonging to Cyrene, Cyrenean, Cyrenaicus, -a, -um; Cyrenaeus, -a, -um; and Cyrenensis, -e; the country around Cyrene, Cyrenaica, -ae (f.); the inhabitants of Cyrene, Cyrenaici, -orum, and Cyrenenses, -ium (m.)
Cyril	Cyrillus, -i (m.)
Cyrus	Cyrus, -i (m.); of or belonging to Cyrus, Cyreus, -a, -um
Cyssus	Cyssus, -untis (f.)
Cyta	Cyta, -ae (f.); of or belonging to Cyta, Cytean, Cytaeus, -a, -um, and Cytaeaeus, -a, -um (poet.); pecul., feminine,, Cytaeis, -idis
Cythera	Cythera, -orum (n.); of or belonging to Cythera, Cythereius, -a, -um, and Cytheriacus, -a, -um; pecul. feminine, Cythereis, -idis; Cythereias, -adis; and Cytherea, -ae (esp. as appell. of Venus)
Cythnus	Cythnus or Cythnos, -i (f.); of or belonging to Cythnus, Cythnius, -a, -um
Cytorus	Cytorus, -i (m.); of or belonging to Cytorus, Cytorian, Cytorius, -a, -um, and Cytoriacus, -a, -um
Cyzicus	Cyzicus, -i (m.). man’s name,— 2. (f.) a city, and Cyzicum, -i (n.); of or belonging to Cyzicus, Cyzicenus, -a, -um
Daae	v. Dohae
Dacia	Dacia, -ae (f.); of or belonging to Dacia, Dacian, Dacicus, -a, -um; a Dacian, Dacus, -i (m.); the Dacians, Daci, -orum (m.)
Daedala	Daedala, -crum (n.)
Daedalion	Daedalion, -onis (m.)
Daedalus	Daedalus, -i (m.); of or belonging to Daedalus, Daedalean, Daedalius, -a, -um, and Daedaleus, -a, -um
Dagon	Dagon, indeclinable, and perhaps -onis (m.)
Dohae	Dahae, -arum (m.)
Dalecarlia	Dalecarlia, -ae (f.)
Dalila	Dalila, -ae (f.)
Dalmatia	Dalmatia, -ae (f.); of or belonging to Dalmatia, Dalmatian, Dalmaticus, -a, -um; the Dalmatians, Dalmatiae, -arum (m.)
Dama	Dama, -ae (m.)
Damalis	Damalis, -idis (f.)
Damaris	Damaris, -idis (f.)
Damascus	Damascus, -i (f.); of or belonging to Damascus, Damascus, -a, -um, and Damascenus, -a, -um; the territory of Damascus, Damascene, -es, and Damasceca, -ae (f.)
Damasichthon	Damasichthon, -onis (m.)
Damasippus	Damasippus, -i (m.)
Damio	Damio, -onis (m.)
Damocles	Damocles, -is (m.)
Damocritus	Damocritus, -i (m.)
Damoetas	Damoetas, -ae (m.)
Damon	Damon, -onis (m.)
Danae	Danae, -es (f.); of or belonging to Danae, Danaeius, -a, -um
Danai	Danai, -orum (m.)
Danaus	Danaus, -i (m.); sons or descendants of Danaus, Danaidae, -arum (m.); daughters or female descendants of Danaus, Danaides, -um (f.)
Danes	Dani, -orum (m.); Danish, Danicus, -a, -um; land of the Danes, v. Denmark
Daniel	Daniel, -elis, and Danielus, -i (m.)
Dantzic	Dantiscum, -i (n.); Gedanum, -i (n.)
Danube	Danubius, -ii (m.); Ister, -tri (m.) (prop. only apart); Danubian, Danubinus, -a, -um
Daphne	Daphne, -es (f.); of or belonging to Daphne, Daphnaeus, -a, -um, and Daphnicus, -a, -um
Daphnis	Daphnis, -idis (m.)
Daphnus	Daphnus, -untis (f.)
Daphnusa	Daphnusa, -ae (f.)
Dardanelles (Straits of the)	Hellespontus, -i (m.)
Dardania	Dardania, -ae (f.); Dardanian, of or belonging to Dardania, Dardanius, -a, -um, and Dardanicus, a, -um; the Dardanians, Dardani, -orum (m.)
Dardanus	Dardanus, i (m.); of or belonging to Dardanus, Dardanus, -a, -um, and Dardanius, -a, -um; son or descendant of Dardanus, Dardanides, -ae (m.); daughter or female descendant of Dardanus, Dardanis, -idis; descendants of Dardanus, Dardanidae, -arum contracted -um (m.) (poet. for Trojans and Romans)
Dares	Dares, -etis (m.)
Darius	Darius, -ii, or Dareus, -i (m.)
Darmstadt	Darmstadium, -ii (n.); of Darmstadt, Darmstadiensis, -e
Dartmouth	Dartmuthia, -ae (f.)
Dascylium	Dascylium, -ii (n.). and Dascylos, -i (f.)
Dasius	Dasius, -ii (m.)
Datis	Datis, -is (m.)
Daulis, Daulia	Daulis, -idis (f.); of Daulia, Daunian, Daunius, -a, -um; pecul. feminine, Daulias, -adis,
Daunia	Daunia, -ae (f.); of Daunia, Daunian, Daunius, -a, -um. and Dauniacus, -a, -um
Daunus	Daunus, -i (m.)
Dauphiny	Delphinatus, -us (m.); of Dauphiny, Delphinas, -atis
Daventry	Bennavenna, -ae (f.)
Darid	David, indecl,, and David, -idis (m.); of or belonging to David, Davidicus, -a, -um
Saint David’s	Menevia, -ae (f.); of or belonging to St. David’s, Meneviensis, -e
Davus	Davus, -i (m.)
Dead Sea	Lacus Asphaltites, -ae (m.)
Deal	Dola, -ae (f.)
Deborah	Debora, -ae (f.)
Debreczin	Debrecinum, -i (n.)
Decapolis	Decapolis, -is (f.); of or belonging to Decapolis, Decapolitanus, -a, -um
Decelia	Decelia, -ae (f.)
Decentius	Decentius, -ii (m.)
Decetia	Decetia, -ae (f.)
Decidius	Decidius, -ii (m.)
Decimius	Decimius, -ii (m.); of or relating to Decimius, Decimianus, -a, -um
Decise	Decetia, -ae (f.)
Decius	Decius, -ii (m.); of or relating to Decius, Decianus, -a, -um
Dee	Deva, -ae (m.)
Deanira	Deianira, -ae (f.)
Deidamia	Deidamia, -ae (f.)
Deiopea	Deiopea, -ae (f.)
Deiotarus	Deiotarus, i (m.)
Deiphile	Deiphile, -es (f.)
Deiphobe	Deiphobe, -es (f.)
Deiphobus	Deiphobus, -i (m.)
Dejanira	v. Deiantra
Delhi	Clisobora, -ae (f.)
Delft	Delphium, -ii (n.)
Delia	Delia, -ae (f.)
Delium	Delium, -ii (n.)
Delos	Delos or Delus, -i (f.); of Delos, Delian, Delius, -a, -um, and Deliacns, -a, -um
Delphi	Delphi, -orum (m.); of or belonging to Delphi, Delphic, Delphicus, -a, -um
Delta	Delta, indeclinable (n.)
Delus	v. Delos
Demades	Demades, -is (m.)
Demarata	Demarata, -ae (f.)
Demaratus	Demaratus, -i (m.)
Demea	Demea, -ae (m.)
Demetrias	Demetrias, -adis (f.); of or belonging to Demetrias, Demetriacus, -a, -um
Demetrium	Demetrium, -ii (n.)
Demetrius	Demetrius, -ii (m.)
Demiurgus	Demiurgus, -i (m.)
Demochares	Demochares, -is (m.)
Democrates	Democrates, -is (m.)
Democritus	Democritus, -i (m.); of Democritus, Democritean, Democriteus, -a, -um, and Democriticus, -a, -um; the disciples of Democritus, Democritei or -critici, -orum (m.)
Demodocus	Demodocus, -i (m.)
Demoleon	Demoleon, -ontis (m.)
Demoleus	Demoleus, -i (m.)
Demonicus	Demonicus, -i (m.)
Demophoon	Demophoon, -ontis (m.)
Demotica	Didymotichos, -i (n.)
Demosthenes	Demosthenes, -is (m.); of or belonging to Demosthenes, Demosthenicus, -a, -um
Dendera	v. Tentyra
Denmark	Dania, -ae (f.); an inhabitant of Denmark, v. Danes
Dennis	v. Denys
Dentatus	Dentatus, -i (m.)
Denys	Dionysius, -ii (m.)
Deodate	Deodatus, -i (m.)
Derbe	Derbe, -es (f.); of or belonging to Derbe, Derbean, Derbaeus, -a, -um; an inhabitant of Derbe, Derbetes, -ae (m.)
Derbent	Albaniae portae, -arum (f.)
Derbices	Derbices, -um (m.)
Derby	Darbia, -ae (f.); Derventia, -ae (f.); Derbyshire, Derbicensis (Derbiensis) comitatus
Dercetis, Derceto	Dercetis, -is (f.). and Derceto, -us (f.)
Dercyllus	Dercyllus, -i (m.).
Derpat	v. Dorpat
Derry	Deria, -ae (f.)
Dertona	Dertona, -ae (f.)
Dertwent	Derventus, -i (m.)
Desmond	Desmonia, -ae (f.)
Despoto, Mount Despoto	Rhodope, -es (f.)
Dessau	Dessavia, -ae (f.)
Detmold	Detmoldia, -ae (f.)
Deucalion	Deucalion, -onis (m.); of or belonging to Deucalion, Deucalioneus, -a, -um; son of Deucalion, Deucalionides, and Deucalides, -ae (m.)
Deuxponts	Bipontium, -ii (n.)
Deva	Decidava, -ae (f.)
Deveter	Daventria, -ae (f.)
Devonshire	Devonia, -ae (f.)
Dexippus	Dexippus, -i (m.)
Dia	Dia, -ae (f.)
Dindumenus	Diadumenus, -i (m.)
Diagondas	Diagondas, -ae (m.)
Diagoras	Diagoras, -ae (m.)
Diana	Diana, -ae (f.); of or belonging to Diana, Dianius, -a -um
Dianium	Dianium, -ii (n.)
Dicaea	Dicaea, -ae (f.)
Dicaearchia	Dicaearchia, -ae (f.); inhabitants of Dicaearchia, Dicaearchaei, -orum (m.)
Dicaearchus	Dicaearchus, -i (m.); of or belonging to Dicaearchus, Dicaearcheus, -a, -um
Dicte, Mount Dicte	Dicte, -es, and Dicta, -ae (f.); of or belonging to Dicte, Dictean, Dictaeus, -a, -um
Dictynna	Dictynna, -ae (f.); of or belonging to Dictynna, Dictynnaeus, -a, -um
Dictys	Dictys, -yis or -yos (m.)
Didius	Didius, -ii (m ); of or belonging to Didius, Didian, Didius, -a, -um
Dido	Dido, -us, less usual -onis (f.)
Didymaon	Didymaon, -onis (m.)
Didymus	Didymus, -i (m.)
Dieppe	Deppa, -ae (f.)
Digentia	Digentia, -ae (f.)
Digitius	Digitius, -ii (m.)
Digne	Dinia, -ae (f.). q. v
Dijon	Divio, -onis (f.); Diviodunum, -i (n.); of or belonging to Dijon, Divionensis, -e
Dinarchus	Dinarchns, -i (m.)
Dindymus, Mount Dindymus, Dindymus, -i (m.)	and Dindyma, -orum (n.); of or belonging to Dindymus, Dindymenus, -a, -um; Dindymus, -a, -um
Dinia	Dinia, -ae (f.); of or belonging to Dinia, Diniensis, -e
Dinochares	Dinochares, -is (m.)
Dinocrates	Dinocrates, -is (m.)
Dinomache	Dinomache, -es (f.)
Dinomachus	Dinomachus, -i (m.)
Dinon	Dinon or Dino, -onis (m.)
Dio	Dio or Dion, -onis (m.)
Diochares	Diochares, -is (m.); of or relating to Diochares, Diocarinus, -a, -um
Dioclea	Dioclea, -ae (f.)
Diocles	Diocles, -is (m.); of or belonging to Diocles, Diocleus, -a, -um
Diocletian	Diocletianus, -i (m.); of or belonging to Diocletian, Diocletianus, -a, -um
Diodorus	Diodorus, -i (m.)
Diodotus	Diodotus, -i (m.)
Diogenes	Diogenes, -is (m.)
Diognetus	Diognetus, -i (m.)
Diognotus	Diognotus, -i (m.)
Diomedes	Diomedes, -is (m.); of or belonging to Diomedes, Diomedian, Diomedeus, -a, -um
Dion	v. Dio
Dione	Dione, -es, and Diona, -ae (f.); of or belonging to Dione, Dionaeus, -a, -um
Dionysia	Dionysia, -ae (f.)
Dionysius	Dionysius, -ii (m.)
Dionysodorus	Dionysodorus, -i (m.)
Diophanes	Diophanes, -is (m.)
Diores	Diores, -ae (m.)
Dioscuri	Dioscuri, -orum (m.)
Diospolis	Diospolis, -is (f.); of or belonging to Diospolis, Diospolitanus, -a, -um, and masculine, adj,, Diospolites, -ae
Diotrephes	Diotrephes, -is (m.)
Diphilus	Diphilus, -i (m.)
Dipsas	Dipsas, -adis (f.). a woman’s name, —2, Dipsas, -antis (m.). a river
Dipso	Aedepsum, -i (n.)
Dirce	Dirce, -es, and Dirca, -ae (f.); of or belonging to Dirce, Dircean, Dircaeus, -a, -um
Discordia	Discordia, -ae (f.)
Diva	Deva, -ae (f.)
Dium	Dium, -ii (n.); of or belonging to Dium, Dian, Diensis, -e
Divio	v. Dijon
Divitiacus	Divitiacus, -i (m.)
Divodurum	Divodurum, -i (n.)
Divona	Divona, -ae (f.)
Dnieper	Borysthenes, -is (m.)
Dniester	Danaster, -tri, and Tyyas, -ae (m.)
Docimus	Docimus, -i (m.)
Dodona	Dodona, -ae (f.); of or belonging to Dodona, Dodonaeus, -a, -um, and Dodonius, -a, -um; pecul. feminine, Dodonis, -idis
Dolabella	Dolabella, -ae (m.); of or belonging to Dolabella, Dolabellianus, -a, -um
Doliche	Doliche, -es (f.)
Dolichus	Dolichus, -i (m.)
Dolon	Dolon, onis (m.)
Doloncae	Doloncae, -arum (m.)
Dolopia	Dolopia, -ae (f.); the Dolopiana, Dolopes, -um (m.); Dolopian, Dolopeius, -a, -um
Domitia	Domitia, -as (f.)
Domitian	Dumitianus, -i (m.)
Domitius	Domitius, -ii (ni.); of or belonging to Domitius, Domitius, -a, -um, and
Domitianus	-a, -um
Don	Tanais, -is (m.)
Donatus	Donatus, -i (m.)
Doncaster	Danum, -i (n.)
Donegal	Dungalia, -ae (f.); of or belonging to Donegal, Dungalensis, -e
Donusa	Donusa, -ae (f.)
Dora	Dora, -ae (f.)
Dorcas	Dorcas, -adis (f.)
Dorceus	Dorceus, -eos and -ei (m.)
Dorchester	Dorcestria, -ae (f.)
Dordogne	Duranius, -ii (m.)
Dorians	Dores, -um (m.); of or relating to the Dorians, Dorian, Dorius, -a, -um; Doricus, -a, -um; and Doriensis, -e; feminine, adj., Doris, -idis; the country of the Dorians, Doris, -idis (f.)
Dorion	Dorion, -ii (m.)
Doris	v. sub Dorians
Doriscus	Doriscus, -i (f.)
Dornoch	Dornodunum, -i (n.)
Doron	Doron or Dorum, -i (n.)
Dorotheus	Dorotheus, -i (m.)
Dorothy	Dorothea, -ae (f.)
Dorpat	Dorpatum, -i, and Derbatum, -i (n.)
Dorso	Dorso, -onis (m.)
Dort	Dordracum, -i (n.); of or belonging to Dort, Doidracensis, -e
Dortmund	Dormundia, -ae (f.); Tremonia, -ae (f.)
Dortrecht	= Dort
Dorus	Dorus, -i (m.)
Dorylaeum	Dorylaeum, -i (n.); of or belonging to Dorylaeum, Dorylaeus,-a,-um, and Dorylensis, -e
Dosiades	Dosiades, -is (m.)
Dositheus	Dositheus, -i (m.)
Dossennus	Dossennus, -i (m.)
Dotion	Dotion, -ii (n.)
Doto	Doto, -us (f.)
Douay	Catuacum, -i (n.); Duacum, -i (n.); of or relating to Douay, Duacensis, -e
Doubs	Alduabis, -is, or Dubis, -is (m.)
Douglas	Duglasium, -ii (n.)
Dourdun	Dordanum, -i (n.)
Douro	Durius, -ii (m.)
Doux	v. Doubs
Dover	Dubris, -is (m.); Dubrae, -arum (f.)
Down	Dunum, -i (m.); County Down, Dunensis Comitatus
Draburg	Dravoburgum, -i (n.)
Draco	Draco, -onis (m.)
Dragonara	Geronium, ii (n.)
Dragone	Draco, -onis (m.)
Drances	Drances, -is (m.)
Drapano	Drepanum, -i (n.). Promontorium
Drave	Dravus, -i (m.)
Drepanum	Drepanum, -i (n.). and Drepana, -orum (n.)
Drinus, Drina	Drinus, -i (m.)
Drogheda	Droghdaea, -ae (f.)
Dromiscus	Dromiscus, -i (f.)
Dromus	Dromus or Dromos, -i (m.)
Drontheim	Nidrosia, -ae (f.)
Druentia	Druentia, -ae (m.); of or belonging to the Druentia, Druenticus, -a, -um
Drusilla	Drusilla, -ae (f.)
Druso	Druso, -onis (m.)
Drusus	Drusus, -i (m.); of or belonging to Drusus, Drusianus, -a, -um, and Drusinus, -a, -um
Dryads	Dryades, -um (f.); a Dryad, Dryas, -adis
Dryas	Dryas, -antis (m.); son of Dryas, Dryantiades or Dryantides, -ae (m.)
Drymae	Drymae, -arum (f.); of or belonging to Drymae, Drymaeus, -a, -um
Drymo	Drymo, -us (f.)
Drymusa	Drymusa, -ae (f.)
Dryope	Dryope, -es (f.)
Dryopes	Dryopos, -um (m.)
Dubis	Dubis, -is (m.)
Dublin	Dublinum, -i (n.); Dublinia, -ae (f.); and perhaps Eblana, -ae (f.); of Dublin, Dublinionsis, -e
Dubris	Dubris, -is (m.)
Dudley	Dudleia, -ae (f.)
Duero or Douro	= Durius, q. v
Duillius	Duillius, -ii (m.); Duillian, Duillius, -a, -um
Duina	Duina, -ae (f.)
Dulgibini	Dulgibini, -orum (m.)
Dulichium	Dulichium, -ii (n.); of or belonging to Dulichium, Dalichian, Dullchius, -a, -um
Dumbarton or Dunbriton	Britannodunum, -i (n.)
Dumfries	Dunfreia, -ae (f.)
Dumnacus	Dumnacus, -i (m.)
Dumnorix	Dumnorix, -igis (m.)
Dunbar	Dumbarum, -i (n.)
Dunblain	Dumblanum, -i (n.)
Dundalk	Dunkranum, -i (n.)
Dundee	Allectum, -i (n.)
Dunkirk	Dunquerca, -ae (f.)
Dunstan	Dunstanus, -i (m.)
Durance	Druentia, -ae (m.)
Duranius	Duranius, -ii (m.)
Durazzo	v. Dyrrachium
Duria	Duria, -ae (f.)
Durham	Dunelmum, -i (n.); of or belonging to Durham, Dunelmensis, -e
Duris	Duris, -idis (m.)
Durius	the (now Douro), Durius, -ii (m.); of or relating to the Durius, Duriensis, -e
Durnomagus	Durnomagus, -i (f.)
Durocortorum	Durocortorum, -i (n.)
Duronia	Duronia, -ae (f.)
Duronius	Duronius, -ii (m.)
Dusseldorf	Dusseldorpium, -ii (n.)
Dwina	Duina, -ae (f.); Carambaeis, -is (m.)
Dymas	Dymas, -antis (m.); daughter of Dymas, Dymantis, -idis (f.)
Dyme	Dyme, -es, and Dymae, -arum (f.); Dymaean, Dymaeus, -a, -um
Dyrrachium	Durazzo, Dyrrachium, -ii (n.); of or belonging to Dyrrachium, Dyrrachinus, -a, um; the inhabitants of Dyrrachium, Dyrrachini or -eni, -orum (m.)
Eadith	v. Edith
Eadulph	Eadulphus, -i (m.)
Earinus	Earinus, -i (m.)
Ebersdorf	Aula Nova (f.)
Ebora	Evora, Ebora, -ae (f.); of or belonging to Ebora, Eborensis, -e
Eboracum	Eboracum, -i (n.); of or belonging to Eboracum, Eboracensis, -e
Ebro	Iberus, -i (m.)
Ebura	Ebura, -ae (f.)
Eburodunum	Eburodunum, -i, (m.); of or belonging to Eburodunum, Eburodunensis, -e
Eburones	Eburones, -um (m.)
Eburovices	Eburovices, -um (m.)
Ebusus, Iviça	Ebusus or Ebusos, -i (f.); of or belonging to Ebusus, Ebusitanus, -a, -um
Ecbatana	Ecbatana, -orum (n.), and -ae (f.). and -anae, -arum (f.)
Ecetra	Ecetra, -ae (f.); of or belonging to Ecetra, Ecetranus, -a, -um
Echecrates	Echecrates, -is (m.)
Echedemus	Echedemus, -i (m.)
Echidna	Echidna, -ae (f.); of or relating to Echidna, Echidaeus, -a, -um
Echinades	Echinades, -um (f.). insulae
Echinus	Echinus, -i (f.)
Echinussa	Echinussa, -ae (f.)
Echion	Echion, -onis (m.); of or belonging to Echion, Echionius, -a, -um; son of Echion, Echionides, -ae (m.)
Echo	Echo, -us (f.)
Eculeo	Eculeo, -onis (m.)
Eden	Ituna, -ae (f.)
Edessa	Edessa, -ae (f.); of or belonging to Edessa, Edessaeus, -a, -um. and Edessenus, -a, -um
Edinburgh	Alata Castra (n.); Edinum or Edenburgum, -i (m.); of or belonging to Edinburgh, Edenburgenpis, -e
Edetani	Edetani, -orum (m.)
Edgar	Eduarus, -i, and Edgar, -aris (m.)
Edith	Editha, -ae (f.)
Edmund	Edmundus, -i (f.)
Edom	Edom, indeclinable, (m.). a man’s name, —2. (f.). name of a country; Idumaea, -ae (f.)
Edoni	Edoni, -orum (m.); of or relating to the Edoni, Edonian, Edonus, -a, -um, and Edonius, -a, -um; pecul. feminine, Edonis, -idis
Edonus, Mount Edonus	Edonus, -i, and Edon, -onis (m.)
Edusa	Edusa, -ae (f.)
Edward	Edoardus, -i, and Edvardus, -i (m.)
Edwin	Edvinus, -i (m.)
Eetion	Eetion, -onis (m.); of or relating to Eetion, Eetioneus, a, -um
Egbert	Egbertus, -i (m.)
Egeria	Egeria, -ae (f.)
Egerius	Egerius, -ii (m.)
Egesinus	Egesinus, -i (m.)
Egesta	Egesta, -ae (f.)
Egidius	Egidius, -ii (m.)
Egina	v. Enghia
Egmont	Egmontium, -ii (n.)
Egnatia	Egnatia, -ae (f.); of or belonging to Egnatia, Egnatinus, -a, -um
Egnatius	Egnatius, -ii (m.); of or relating to Egnatius, Egnatianus, -a, -um
Egypt	Aegyptus and -tos, -i (f.), v. Aegypt
Eisleben	Islebia, -ae (f.)
Elaea	Elaea, -ae (f.); of or belonging to Elaea, Elaeensis, -e
Elaeus	Eaeus, -untis (f.)
Elam	Elam, indeclinable, (m.); descendants of Elam, the Elamites, Elamitae, -arum
Elatea	Elatea, -ae (f.); of or belonging to Elatea, Elatensis, -e, and Elatiensis, -e
Elath	Aelana, -ae (f.); of or belonging to Elath, Aelaniticus, -a, -um
Elatus	Elatus, -i (m.); eon of Elatus, Elateius, -i (m.)
Elaver, Allier	Elaver, -eris (m.)
Elba	liva, -ae (f.); Aethalia, -ae (f.)
Elbe	Albis, -is (m.)
Elbing	Elbinga, -ae (f.)
Eldred	Eldredus, -i (m.)
Elea, Velia	Elea, -ae (f.); of Elea, Eleatto, Eleaticus, -a, -um. and Eleatea, -ae (m.)
Eleanor	Eleanora, -ae (f.)
Eleazar	Eleazar, -aris, and Eleazarus, -i (m.)
Electra	Electra, -ae (f.); of or relating to Electra, Electrius, -a, -um
Electryon	Electryon, -onis (m.)
Electus	Electus, -i (m.)
Elefta	Elatea, -ae (f.)
Eleleus	Eleleus, -eos and -ei (m.)
Elephantine	Elephantine, -es (f.)
Elephantis	Elephantis, -idis (f.)
Eleusa	Eleusa, -ae (f.)
Eleusis	Eleusis or Eleusin, -inis (f.); of or belonging to Eleusis, Eleusinian, Eleusinius, -a, -um, and Eleusinus, -a, -um
Elias	Elias, -ae (m.)
Elicius	Elicius, -ii (m.)
Eliezer	Eliezer, indeclinable, (m.)
Elijah	= Elias
Elimea	Elimea, -ae (f.)
Elimbo, Mount Elimbo	Olympus, -i (m.)
Elimiotis	Elimiotis, -idis (f.)
Elis	Elis, -idis (f.); of or belonging to Elis, Elean, Elius or Eleus, -a, -um; late Elidensis, -e; pecul., feminine, Elias, -adis
Elisa	Elisa or Elissa, -ae (f.); of or relating to Elisa, Elisaeus, -a, -um
Elisabeth	Elisabetha, -ae (f.). also indeclinable
Elisha	Elisaeus, -i (m.)
Eliza	Eliza, -ae (f.)
Elizabeth	v. Elisabeth
Elmesly	Ulmetum, -i (n.)
Elorus	Elorus, -i (m.), and Elorum, -i (n.); of or belonging to Elorus, Elorian, Elorius, -a, -um, and Elorinus, -a, -um, also written Helorus, etc
Elpenor	Elpenor, -oris (m.)
Elsineur	Elsenora, -ae (f.)
Elusa	Elusa, -ae (f.); the inhabitants of Elusa, Elusani, -orum, and Elusates, ium (m.)
Ely	Elia, -ae (f.); of or belonging to Ely, Eliensis, -e
Elymaei	Elymaei, -orum (m.); the country of the Elymaei, Elymais, -idis (f.)
Elysium	Elysium, -ii (n.); Elysian, Elysius, -a, -um; the Elysian Fields, Elysii Campi
Emathia	Emathia, -ae (f.); Emathian, Emathius, -a, -um; pecul.feminine, Emathis, -idis
Emathion	Emathion, -onis (m.)
Emboli	Amphipolis, -is (f.)
Embron	Eburodunum, -i (n.)
Emeric, Emery	Almericus, -i (m.)
Emerita, Merida	Emerita, -ae (f.); of or belonging to Emerita, Emeritanus, -a, um, and Emeritensis, -e
Emisa	Emisa or Emesa, -ae (f.); of or belonging to Emisa, Emisenus, -a, -um
Emma	Emma, -ae (f.)
EMMANUEL	EMMANUEL, indeclinable, (m.)
Emmaus	Emmaus, -i (f.)
Emodus, Mount Emodus, Emodus, -i (m.). Mons Emodi, -orum (m.), Montes; and Emodes, -is (m.)	Mons
Empedocles	Empedocles, -is (m.); Empedoclean, Empedocleus, -a, -um
Emporia	Emporia, -orum (n.)
Emporiae	Emporiae, -arum (f.); of or belonging to Emporiae, Emporitanus, -a, -um
Empulum	Empulum, -i (n.)
Ems	Amisia, -ae, and Amisius, -ii (m.)
Encladus	Enceladus, -i (m.)
Endymion	Endymion, -onis (m.); of or belonging to Endymion, Endymioneus, -a, -um
Eneti	v. Heneti
Engaddi	Ain Jidy, Engadda, -ae (f.)
Enghien	Angia, -ae (f.)
Engia or Enghia	Aegin, -ae (f.), q. v
England	Anglia, -ae (f.), Britain; English, Anglicus, -a, -um, and Anglicanus, -a, -um; an Englishman, Anglus, -i (m.); New England, Nova Anglia (f.); a New Englander, Novus Anglicanus
Engyon	Engyon, -i (n.); of or belonging to Engyon, Engynus, -a, -um
Enipeus	Enipeus, -eos or -ei (m.)
