Hispaniola	Hispaniola, -ae (f.)
Hispellum	Hispellum, -i (n.); of Hispellum, Hispellas, -atis, and Hispellensis, -e
Hispo	Hispo, -onis (m.)
Hispulla	Hispulla, -ae (f.)
Histria	Histria, -ae (f.); of or belonging to Histria, Histrian, Histricus, -a, -um, and Histrus, -a, -um; the Histrians, Histri, -orum (m.)
Hoang-Ho	Bautisus, -i (m.)
Holland	Batavia, -ae (f.); of Holland, Batavus, -a, -um
Holmia	Holmi, Holmia, -ae (f.), and Holmoe, -orum (m.)
Holofernes	Holofernes, -is (m.)
Holstein	Holsatia, -m (f.)
Homeritae	Homeritae, -arum (m.)
Homerus	Homerus, -i (m.); of or relating to Homer, Homeric, Homericus, -a, -um, and Homerius, -a, -um; a Homerid, Homerista, -ae (m.)
Homole	Homole, -es (f.)
Homolium	Homolium, -ii (m.)
Homona	Homona, -ae (f.); of or belonging to Homona, Homonensis, -e
Honoria	Honoria, -ae (f.)
Honorius	Honorius, -ii (m.); of or belonging to Honorius, Honorianus, -a, -um, son of Honorius, Honoriades, -ae (m.); daughter of Honorius, Honorias, -adis (f.)
Horace	Horatius, -ii (m.), q. v
Horatia	Horatia, -ae (f.)
Horatio	= Horatius
Horatius, Horace	Horatius, -ii (m.); of or relating to Horatius, Horatian, Horatianus, -a, -um, and Horatias, -a, -um; the Horatii, Horatii, -orum (m.)
Hormisdas	Hormisdas, -ae (m.)
Hortalus	Hortalus, -i (m.)
Horta, Hortanum	Hortanum, -i (m.); of or belonging to Horta, Hortine, Hortinus, -a, -um
Horus	Horus or Horos, -i (m.)
Hostilia	Hostilia, -ae (f.); of Hostilia, Hostiliensis, -e
Hostilius	Hostilius, -ii (m.); of or belonging to Hostilius, Hostilinus, -a, -um, and Hostilius, -a, -um
Hostus	Hostus, -i (m.)
Hubert	Hubertus, -i (m.)
Hugh	Hugo, -onis (m.)
Humber	Abus, -i (m.)
Humphrey	Humphredus, -i, and Onuphrius, -ii (m.)
Hungary	Hungaria, -ae (f.)
Huns	Hunni, -orum, and Chunni, -orom (m.); of or relating to the Huns, Hunniseus, -a, -um
Huntingdon	Huntingdonia, -ae (f.); of Huntingdon, Huntingdonensis, -e, and Huntingtoniensis, e; Huntingdonshire, Comitatus Huntingdonensis
Huy	Huum, -i (n.)
Hyacinthus	Hyacinthus, -i (m.); of or relating to Hyacinthus, Hyacinthius, -a, -um
Hyale	Hyale, -es (f.)
Hyampolis	Hyampolis, -is (f.)
Hyantes	Hyantes, -um (m.); of or relating to the Hyantes, Hyantius, -a, -um, and Hyanteus, -a, -um
Hyas	Hyas, -antis (m.); sister of Hyms, Hyas, -adis (f.); especially in plural, the Hyades, Hyades, -um
Hybla	Hybla, -ae (f.). a city; (m.) a mountain; of or belonging to Hybla, Hyblaean, Hyblaeus, -a, -um, and Hyblesis, -e
Hydaspes	Hydaspes, -is (m.); of or relating to the Hydaspes, Hydaspeus, -a, -um
Hyde	Hyde, -es, and Hyda, -ae (f.)
Hydraotes	Hydraotes, -ae (m.)
Hydrela	Hydrela, -ae (f.); of or belonging to Hydrela, Hydrelatanus, -a, -um; the inhabitants of Hydrela, Hydrelitae, -arum (m.)
Hydruntum	Hydruntum, -i (n.). and Hydrus, -untis (f.); the inhabitants of Hydruntum, Hydruntini, -orum (m.)
Hydrussa	Hydrussa, -ae (f.)
Hygea	Hygea or Hygia, -ae (f.)
Hyginus	Hyginus, -i (m.)
Hylaei	Hylaei, -orum (m.); of or belonging to the Hylaei, Hylaeus, -a, -um
Hylaeus	Hylaeus, -i (m.)
Hylas	Hylas, -ae (m.)
Hyle	Hyle, -es (f.)
Hyles	Hyles, -ae (m.)
Hyleus	Hyleus, -eos and -ei (m.)
Hyllus	Hyllus, -i (m.)
Hylonome	Hylonome, -es (f.)
Hymen	Hymen (only in nom. and voc.) and Hymenaeus, -i (m.)
Hymettius	Hymettius, -ii (m.)
Hymettus, Mount Hymettus	Hymettus, -i (m.); of or belonging to Hymettus, Hymettius, -a, -um
Hypaepa	Hypaepa, -orum (m.); of or belonging to Hypaepa, Hypaepenus, -a, -um
Hypanis	Hypanis, -is (m.): of or belonging to the Hypanis, Hypaneius, -a, -um
Hypasis	Hypasis, -is (m.)
Hypata	Hypata, -ae (f.); of or belonging to Hypata, Hypataeus, -a, -um, and Hypatinus, -a, -um
Hypatius	Hypatius, -ii (m.)
Hyperbius	Hyperbius, -ii (m.)
Hyperbolus	Hyperbolus, -i (m.)
Hyperboreans	Hyperborei, -orum (m.)
Hyperea	Hyperea or -ria, -ae (f.)
Hyperides	Hyperides, -is (m.)
Hyperion	Hyperion, -onis (m.); daughter of Hyperion, Hyperionis, -idis (f.); of or belonging to Hyperion, Hyperionius, -a, -um
Hypermnestra	Hypermnestra, -ae, and -nestre, -es (f.)
Hypsaea	Hypsaea, -ae (f.)
Hypsaeus	Hypsaeus, -i (m.)
Hypseus	Hypseus, -eos and -ei (m.)
Hypsicrates	Hypsicrates, -is (m.)
Hypsipyle	Hypsipyle, -es (f.); of Hypsipyle, Hypsipylaeus, -a, -um
Hyrcania	Hyrcania, -ae (f.); of Hyrcania, Hyrcanian, Hyrcanius, -a, -um, and Hyrcanus, -a, um
Hyrie	Hyrie, -es (f.); of Hyrie, Hyrieticus, -a, -um
Hyrieus	Hyrieus, -eos or -ei (m.); of Hyrieus, Hyrieus, -a, -um
Hyrium	Hyrium, -ii (n.); of or belonging to Hyrium, Hyrinus, -a, -um
Hyrmine	Hyrmine, -es (f.)
Hyrtacus	Hyrtacus, -i (m.); son of Hyrtacus, Hyrtacides, -ae (m.)
Hystaspes	Hystaspes, -is (m.)
Ia	Ia, -ae (f.)
Iacchus	Iacchus, -i (m.)
Iacub	v. Jacob
Iacobus	Iacobus, -i (m.); v. also James
Iader	Iader, -eris (m.); of or relating to the Iader, Iadertinus, -a, -um
Iaera	Iaera, -ae (f.)
Ialysus	Ialysus, -i (m.), a man’s name,— 2, (f.). a city: of or belonging to Ialysus, Ialysius, a, -um
Iamblichus	Iamblichus, -i (m.)
Ianthe	Ianthe, -es (f.)
Iapetus	Iapetus, -i (m.); son of Iapetus, Iapetionides, -ae (m.); Iapetides, -ae (m.)
Iapis	Iapis, -idis (m.)
Iapydia	Iapydia, -ae (f.); of Iapydia, Iapydian, Iapis, -ydis; the Iapydians, Iapydes, -um (m.)
Iapygia	Iapygia, -ae (f.); of or belonging to Iapygia, Iapygius, -a, -um; the Iapygians, Iapyges, -um (m.)
Iapyx	Iapyx, -ygis (m.)
Iarbas	Iarbas, -ae (m.)
Iasion	Iasion, -onis (m.) = sq
Iasius	Iasius, -ii (m.); of or relating to Iasius, Iasius, -a, -um; son or descendant of Iasius, Iasides, -ae (m.); daughter or female descendant of Iasius, Iasis, -idis (f.)
Iaso	Iaso, -us (f.)
Iason	v. Jason
Iassus	Iassus, -i (f.); of or belonging to Iassus, Iassius, -a, -um, and Iassensis, -e; the Gulf of Iassus, Iassius Sinus
Iaxartes	Iaxartes, -ae (m.)
Iazyges	Iazyges, -um (m.)
Iberia	Iberia, -ae (f.); of or belonging to Iberia, Iberian, Iberus, -a, -um, and Iberiacus, -a, -um; an Iberian, Iber, -eris (m.); the Iberians, Iberes, -um, and Iberi, -orum (m.)
Iberus, Ebro	Iberus, -i (m.)
Ibis	Ibis, -idis and -is (f.)
Ibycus	Ibycus, -i (m.); of or relating to Ibycus, Ibycius, -a, -um
Icadius	Icadius, -ii (m.)
Icaria	v. Icarus
Icarius	Icarius, -ii (m.); of or relating to Icarius, Icarius, -a, -um; daushter of Icarius, Icaris, -idis, and Icariotis, -idis (f.)
Icarus	Icarus and Icaros, -i, and Icaria, -ae (f.); of or belonging to Icarus, Icarius, -a, -um; the Icarian Sea, Icarium Mare
Iccius	Iccius, -ii (m.)
Iceland	(perhaps) Thule, -es (f.); Islandia, -ae (f.); Icelandish, Islandicus, -a, -um
Icelus	Icelus, -i (m.)
Iceni	Iceni, -orum (m.)
Ichnusa	Ichnusa, -ae (f.)
Ichthyophagi	Ichthyophagi, -orum (m.)
Icilius	Icilius, -ii (m.)
Iconium	Iconium, -ii (n.); of Iconium, Iconian, Iconiensis, -e
Ictinus	Ictinus, -i (m.)
Icus	Icus or Icos, -i (f.)
Ida, Mount Ida	Ida, -ae, and Ide, -es (f.); of or belonging to Ida, Idaean, Idaeus, -a, -um. – 2. a female name
Idaeus	Idaeus, -i (m.)
Idalia	Idalia, -ae (f.); v. sq
Idalium	Idalium, -ii (m.); of Idalium, Idalian, Idalius, -a, -um; pecul. feminine, Idalis, -idis
Idas	Idas, -ae (m.)
Idmon	Idmon, -onis (m.); of Idmon, Idmonius, -a, -um
Idomeneus	Idomeneus, -eos or -ei (m.). poet, acc, -ea
Idumea	Idumaea, -ae (f.); of Idumea, Idumean, Idumaeus, -a, -um
Idyia	Idyia, -ae (f.)
Ieremias	v. Jeremiah
Iericho	v. Jericho
Ierne	Ierne, -es (f.). = Hibernia
Ierosolyma	v. Jerusalem
IESUS	v. JESUS
Igilgili	Igilgili, indeclinable, (n.); of or belonging to Igilgili, Igilgilitanus, -a, -um
Igilium	Igilium, -ii (n.)
Iguvium	Iguvium, -ii (n.); the inhabitants of Iguvium, Iguvinates, -ium, and Iguvini, -orum (m.)
Iksworth	Icenorum Oppidum
Ilchester	Iscalis or lschalis, -is (f.)
Ilerda	Ilerda, -ae (f.); the inhabitants of Ilerda, Ilerdenses, -ium (m.)
Ilergetes	Ilergetes, -um, and Ilergetae, -arum (m.)
Ilia	Ilia, -ae (f.)
Iliad	Ilias, -adis (f.)
Ilion	v. Ilium
Ilione	Iliona, -ae, and Ilione, -es (f.)
Ilioneus	Ilioneus, -eos and -ei (m.)
Ilissus	Ilissus, -i (m.)
Ilithyia	Ilithyia, -ae (f.)
Ilium	Ilium and Ilion, -ii (n.); of or belonging to Ilium (or Troy), Trojan, Ilius, -a, -um; Iliacus, -a, -um; and Iliensis, -e; a woman of Ilium, Ilias, -adis (f.); usual in plural, Iliades, -um
Ilkley	Olicana, -ae (f.)
Illyria	Illyria, -ae (f.); of or belonging to Illyria, Illyrian, Illyricus, -a, -um, and Illyrius, -a, -um; pecul. feminine, Illyris, -idis
Ilucia	Ilucia, -ae (f.)
Ilurco	Ilurco, -onis (f.); of Ilurco, Ilurconensis, -e
Iluro	Iluro, -onis (f.); of Iluro, Ilurensis, -e
Ilus	Ilus, -i (m.); son or descendant of Ilus, Iliades, -ae (m.)
Ilva	Ilva, -ae (f.)
Imachara	Imachara, -ae (f.); of Imachara, Imacharensis, -e
Imaon	Imaon, -onis (m.)
Imaus, Mount Imaus	Imaus, -i (m.) mons
Imbarus	Imbarus, -i (m.)
Imbrasus	Imbrasus, -i (m.); son of Imbrasus, Imbrasides, -ae (m.)
Imbreus	Imbreus, -eos or -ei (m.)
Imbrinium	Imbrinium, -ii (n.)
Imbrus	Imbrus or Imbros, -i (f.); of Imbrus, Imbrian, Imbrius, a, -um
Imola	Forum Cornelii
Inachia	Inachia, -ae (f.)
Inachus	Inachus, -i (m.); of or relating to Inachus, Inachian, Inachius, -a, -um; son or descendant of Inachus, Inachides, -ae (m.); daughter or female descendant of Inachus, Inachis, -idis (f.). — 2, a river; of the Inachus, Inachius, -a, -um; pecul. feminine, Inachis, -idis
Inarime	Inarime, -es (f.)
Index	Index, -icis (m.)
India	India, -ae (f.); the inhabitants of India, Indi, -orum (m.); of or belonging to the Indi or India, Indicus, -a, -um, and Indus, -a, -um; the Indian Ocean, Erythraeum Mare; the East Indies, India Orientalis; the West Indies, India Occidentalis
Induciomarus	Induciomarus, -i (m.)
Indus	Indus, -i (m.)
Ingaevones	Ingaevones, -um (m.)
Ingauni	Ingauni, -orum (m.)
Ingram	Engelramus, -i (m.)
Inn	Aenus or Oenus, -i (m.)
Innspruck	Aeni Pons or Oenipons, -ontis (m.)
Innstadt	Boiodurum, -i (n.)
Ino	Ino, -us (f.); of or belonging to Ino, Inous, -a, -um
Insubres	Insubres, -ium (m.); of or relating to the Insubres, Insubrian, Insuber or -bris, -e
Intemelium	Intemelium, -ii (n.); the inhabitants of Intemelium, Intemelii, -orum (m.)
Interamna	Interamna, -ae, and Interamnae, -arum (f.); of or belonging to Interamna, Interamnas, -atis (adj.), and Interamnensis, -e; the Interamnians, Interamnates, -ium (m.)
Inuus	Inuus, -i (m.)
Io	Io, -us (f.)
Ioannes	v. John
Iob	v. Job
Iocasta	v. Jocasta
Iolaus	Iolaus, -i (m.)
Iolcos	Iolcos or Iolcus, -i (f.); of or belonging to Iolcos, Iolciacus, -a, -um
Iole	Iole, -es (f.)
Iollas	Iollas, -ae (m.)
Ion	Ion, -onis (m.)
Ionas	v. Jonas
Ionia	Ionia, -ae (f.); of or belonging to Ionia, Ionian, Ionicus, -a, -um; Ionius, , -a, -um; and Ion, -onis (as adj.); pecul. feminine, Ionis, -idis; the Ionians, Iones, -um (m.); the Ionian Sea, Mare Ionium
Iopas	Iopas, -ae (m.)
Iordanes	v. Jordan
Ios	Ios, -i (f.)
Iosephus	v. Joseph
Iosape	Iotape, -es (f.)
Iphianassa	Iphianassa, -ae (f.)
Iphicles	Iphicles, -is (m.)
Iphiclus	Iphiclus, -i (m.)
Iphigenia	Iphigenia, -ae (f.)
Iphimedia	Iphimedia, -ae (f.)
Iphinous	Iphinous, -i (m.)
Iphis	Iphis, -idis (m.); daughter of Iphis, Iphias, -adis (f.). —2. (f.). name of a woman
Iphitus	Iphitus, -i (m.)
Ipsala	Cypsela, -orum (n.)
Ipswich	Gippevicum, -i (n.)
Iran	Ariana, -ae (f.); Aria, -ae, (f.)
Ireland	Hibernia, -ae (f.); Ierne, -es (f.); of or belonging to Ireland, Irish, Hibernicus, -a, -um
Irenaeus	Irenaeus, -i (m.)
Irene	Irene, -es (f.)
Iresiae	Iresiae, -arum (f.)
Iri	Eurotas, -ae (m.)
Iria	Iria, -ae (f.); the inhabitants of Iria, Iriates, -ium, and Irienses, -ium (m.)
Iris	Iris, -is and -idis (f.). a goddess, —2. (m.) a river
Irus	Irus, -i (m.)
Isaac	Isaacus, -i, and Isaac, indeclinable (m.)
Isabella	Isabella, -ae (f.)
Isaeus	Isaeus, -i (m.)
Isaiah	Isaias or Esaias, -ae (m.); of or relating to Isaiah, Isaianus, -a, -um
Isara	Isara, -ae (m.)
Isaura	Isaura, -orum (n.); Isaurus, -i (f.)
Isauria	Isauria, -ae (f.); of or belonging to Isauria, Isaurian, Isauricus, -a, -um; the Isauri, Isauri, -orum (m.)
Isaurus	Isaurus, -i (m.)
Isca	Isca, -ae (f.)
Iscariot (i.e, of Kerioth)	Iscariotes, -ae (m.)
Ischia	Aenaria, -ae (f.); Inarime, es (f.)
Ischomiche	Ischomache, -es (f.)
Iseo, Lago d’Iseo	Sebinus, -i (m.). Lacus
Isere	Isara, -ae (m.)
Ishmael	Ismael or Ismahel, -elis (m.), sons or descendants of Ishmael, the Ishmaelites, Ismaelitae, -arum (m.)
Isidorus	Isidorus, -i (m.)
Isigonus	Isigonus, -i (m.)
Isis	Isis, -is and -idis (f.); of or belonging to Isis, Isiacus, -a, -um
Ismael	v. Ishmael
Ismara	Ismara, -orum (n.); v. sq
Ismarus, Mount Ismarus	Ismarus, -i (m.) and Ismara, -orum (n.); of or belonging to Ismarus, Ismarius, -a, -um, and Ismaricus, -a, -um
Ismene	Ismene, -es (f.)
Ismenias	Ismenias, -ae (m.)
Ismenus	Ismenus, i (m.); of the Ismenus, Ismenian, Ismenius, -a, -um, pecul. fem., Ismenis, -idis (poet. for Theban)
Ismir	Smyrna, -ae (f.). q.v
Isnich	Nicaea, -ae (f.). q.v
Isocrates	Isocrates, -is (m.); of or relating to Isocrates, Isocrateus, -a, -um, and Isocraticus, -a, -um
Isola Farnese	Veii, -orum (m.). q.v
Ispahan	Aspadana, -orum (n.)
Israel	Israel, indeclinable, and Israel, -elis (m.); son or descendant of Israel, Israelita, -ae (m.); in plural, the Israelites, Israelitae, -arum (m.); an Israelitish woman, a daughter of Israel, Israelitis, -idis (f.); of or belonging to the Israelites, Israeliticus, -a, -um
Issa	Issa, -ae (f.); of or belonging to Issa, lssaeus, -a, -um; Issaicus, -a, -um; and Issensis, -e
lssachar	Issachar, indecl., (m.)
Isse	Isse, -es (f.)
Issny	Isna, -ae (f.)
Issoire	Iciodurum, -i (n.)
Issus	Issus, -i (f.); of or belonging to Issus, Issius, -a, -um
Istaevones	Istaevones, -um (m.)
Ister	v. Danube
Istria	v. Hisiria
Istropolis	Istropalis, -is (f.)
Italica	Italica, -ae (f.); of Italica, Italicensis, -e
Italus	Italus, -i (m.)
Italy	Italia, -ae (f.); in poet., Hesperia, -ae (f.); Ausonia,-ae (f.); Oenotria, -ae (f.); and Satrunia, -ae (f.). q.v.; of or belonging to Italy, Italian, Italicus,-a, -um, and Italus, -a, -um; pecul. feminine, Italis, -idis (for poet. forms, v. under the poet. names above); the Italians, Itali, -orum (m.)
Ithaca	Ithaca, -ae, and Ithace, -es (f.); of or belonging to Ithaca, Ithacus, -a, -um, and Ithacensis, -e
Ithome	Ithome, -es (f.)
Itonus	Itonus, -i (f.); of or belonging to Itonus, Itonius, -a, -um
Ituraea	Ituraea, -ae (f.); Ituraean, Ituraeus, -a, -um
Itys	Itys, -yos (m.)
Iulis	Iulis, -idis (f.)
Iulus	Iulus, -i (m.); of or belonging to Iulus, derived from Iulus, Iuleus, -a, -um
Iviça	Ebusus, -i (f.). q.v
Ivrea	Eporedia, -ae (f.)
Ivry	Iberium, -ii (n.)
Ixion	Ixion, -onis (m.); of or relating to Ixion, Ixionius, -a, -um; son of Ixion, Ixionides, -ae (m.)
Jabesh	Jabesh, indeclinable, (m.)
Jaca	Jacca, -ae (f.)
Jacob	Jacob, indeclinable, (m.)
Jael	Jael, indeclinable, (f.)
Jafet	v. Japhet
Jaffa	Joppe, -es (f.), v. Joppa
Jairus	Jairus, -i (m.)
Jamaica	Jamaica, -ae (f.)
Jamblichus	v. Iamblichus
James	Jacobus, -i (m.)
Jamestown	Jacobipolis, -is (f.)
Jane	Joanna, -ae (f.)
Janiculum, Mount Janiculum	Janiculum, -i (n.); of the Janiculum, Janicularis, -e
Janina	Epirus, -i (f.)
Janissary	Cape, v. Jenischehr
Janus	Janus, -i (m.); of or relating to Janus, Janalis, -e, and Janualis, -e
Japan	Japonia, -ae (f.)
Japetus	v. Iapetus
Japhet	Japhet or Japheth, indeclinable, and Japetus, -i (m.)
Jaques	Jacobus, -i (m.)
Jaquet	Jacoba, -ae (f.)
Jared	Iaredus, -i (m.)
Jason	Jason, -onis (m.); of or relating to Jason, Jasonius, -a, -um; son of Jason, Jasonides, -ae (m.)
Jaspar	Gaspar, -aris (m.)
Jassy	Jassium, -ii (n.)
Javolenus	Javolenus, -i (m.)
Jeanette	Joanetta, -ae (f.)
Jebba	Jebba, -ae (f.)
Jebus	Jebus, -i (m.); the descendants of Jebus, the Jebusites, Jebussaei, -orum (m.); of or relating to the Jebusites, Jebusiacus, -a, -um
Jechonias	Jechonias, -ae (m.)
Jeddo	Jedum, -i (n.)
Jehosaphat	Jehoshaphat, indeclinable, (m.)
Jena	Juna, -ae (f.)
Jenaub	Acesines, -is or -ae (m.)
Jenet	v. Jeanette
Jenischehr	Cape, Sigaeum, -i (n.), Promontorium
Jeoffrey	Galfridus, -i (m.)
Jephta	Jephta, -ae (f.)
Jephtha	Jephthe or Jephte, indeclinable, (m.)
Jeremiah	Jeremy, Jeremias, -ae, and Hieremias, -ae (m.)
Jericho	Jericho or Hiericho, indeclinable, (f.), and Hierichos, -i, or Hiericus, -untis (f.); of or belonging to Jericho, Hierichontinus, -a, -um
Jeroboam	Jeroboamus, -i (m.)
Jerome	Hieronymus, -i (m.)
Jersey	Caesarea, -ae (f.)
Jerusalem	Hierosolyma, -orum (n.); Hierosolyma, -ae (f.); Hierusalem and Jerusalem, indeclinable, (f.); the inhabitants of Jerusalem, Hierosolymitae, -arum (m.); of or belonging to Jerusalem, Hierosolymarius, -a, -um
Jesse	Jesse or Jessae, indeclinable (m.); of or relating to Jesse, Jessaeus, -a, -um, and
Jesseus	-a, -um
JESUS	JESUS, -u, acc. -um (m.)
Jewry	v. Judea
Jezabel	Jezabel, indeclinable, and Jezabel, -elis (f.)
Joab	Joab, indeclinable, (m.)
Joan	Joanna, -ae (f.)
Joanna	Joanna, -ae (f.)
Joas	Joas, indeclinable, (m.)
Job	Job, indeclinable, and Jobus, -i (m.)
Jocasta	Jocasta, -ae (f.), and Jocaste, -es
Joel	Joel, indeclinable, (m.)
John	Joannes or Johannes, -is (m.)
Joigny	Joviniacum, -i (m.).
Joinville	Joanvilla, -ae (f.)
Jonas	Jonas, -ae (m.); of or relating to Jonas, Jonaeus, -a, -um
Jonathan	Jonathan, indeclinable, and Jonathas, -ae (m.)
Joppa	Joppe, -es (f.); of or belonging to Joppa, Joppicus, -a, -um
Jordan	Jordanes, -is (m.)
Joseph	Joseph, indeclinable, and Josephus, -i (m.)
Josephus	Josephus, -i (m.)
Joshua	Josue, indeclinable; also, Jesus, -u (m.)
Josiah	Josias, -ae (m.)
Jotham	Jotham, indeclinable, and Jothamus, -i (m.)
Joux	Jovium, -ii (n.)
Jovian	Jovianus, -i (m.)
Jovinian	Jovinianus, -i (m.); the followers of Jovinian, Jovinianistae, -arum (m.)
Jovinus	Jovinus, -i (m.)
Jovius	Jovius, -ii (m.); of or relating to Jovius, Jovianus, -a, -um, and Jovius, -a, -um
Juba	Juba, -ae (m.)
Jubellius	Jubellius, -ii (m.)
Judah	Juda, -ae (m.)
Judaea	v. Judea
Judas	Judas, -ae (m.)
Judea	Judaea, -ae (f.); of or belonging to Judea, Jewish, Judaeus, -a, -um, and Judaicus, -a, -um
Judith	Judith, indeclinable and Juditha, -ae (f.)
Jugurtha	Jugurtha, -ae (m.); of or belonging to Jugurtha, Jugurthine, Jugurthinus, -a, -um
Julia	Julia, -ae (f.)
Julian	Julianus, -i (m.)
Juliana	Juliana, -ae (f.)
Juliers	Juliacum, -i (n.)
Julii Forum	v. Frejus; the inhabitants of Forum Julii, Julienses, -ium (m.)
Juliobriga	Juliobriga, -ae (f.); of Juliobriga, Juliobrigensis, -e
Juliopolis	Juliopolis, -is (f.); the inhabitants of Juliopolis, Juliopolitae, -arum (m.)
Julius	Julius, -ii (m.); of or belonging to Julius or the Julia gens, Julian, Julius, -a, -um, and Julianus, a, -um
Juncus	Juncus, -i (m.); of or relating to Juncus, Juncianus, -a, -um
Junia	Junia, -ae (f.)
Junius	Junius, -ii (m.); of or relating to Junius or the Junia gens, Junian, Junius, -a, -um, and Junianus, -a, -um; son or descendant of Junius (Brutus), Juniades, -ae (m.)
Juno	Juno, -onis (f.); of or relating to Juno, Junonian, Junonius, -a, -um, and Janonalis, -e; the temple of Juno, Heraeum, -i (n.)
Jupiter	Jupiter, gen, Jovis, etc., (m.); of or relating to Jupiter, Jovius, -a, -um, and Jovialis, -e (late)
Jura, Mount Jura	Jura, -ae (m.); of or relating to Jura, Jurensis, -e
Justina	Justina, -ae (f.)
Justinian	Justinianus, -i (m.); of or relating to Justinian, Justinianeas, -a, -um
Justin	= Justinus, q. v
Jastinopolis	Justinopolis, -is (f.)
Justinus	Justinus, -i (m.); of or relating to Justinus, Justinianus, -a, -um
Justus	Justus, -i (m.)
Jutland	Chersonesos Cimbrica (f.); Julia, -ae (f.)
Juturna	Juturna, -ae (f.); of or relating to Juturna, Juturnalis, -e
Juvenal	Juvenalis, -is (m.)
Juvencus	Juvencus, -i (m.)
Juventius	Juventius, -ii (m.)
Kaffa	v. Caffa
Kaffaria	Caffaria, -ae (f.)
Kaisarieh	Caesarea, -ae (f.). q. v
Kakosia	Thisbe, -es (f.)
Kalabaki	Palaepharus, -i (f.)
Kalpaki	Orchomenus, -i (f.). q. v
Karasu	Caÿstrus, -i (m.)
Kate	Katharine, v. Catharine
Kattegat	v. Cattegat
Kedar	Kedar, indecl. 1. (m.), a man, — 2. (f.). a city
Kedron	Cedron, -onis (m.)
Kempten	Campodunum, -i (n.)
Kenckester	Magnae, -arum (f.)
Kendal	Concangium, -ii (n.)
Kent	Cantium, -ii (n.); Cantia, -ae (f.)
Kertsch	Panticapaeum, -i (m.)
Kessel	Castellum Menapiorum
Keswick	Causennae, -arum (f.)
Khabour	Centrites, -ae (m.)
Kiel	Chilonium, -ii (n.)
Kiew	Chiovia, -ae (f.)
Kilkenny	Cella (fanum) St. Canici; Kilkennia, -ae (f.); of Kilkenny, Kilkenniensis, -e
Killaloe	Laona, -ae (f.)
Kills	for Kyll, q. v
Kilmore	Chilmoria, -ae (f.)
Kingston	Regiopolis, -is (f.); Kingston-upon-Hull, Regiodunum (Hnllinum), -i (n.); Kingston-upon-Thames, Regiodunum Tamesinum
Kinnaird’s Head	Taezalum -i (n.), Promontorium
Kiow	v. Kiew
Kishon	Kison, -onis (m.)
Kisil-irmak	Halys, -yos (m.)
Kissaro, Mount Kissaro	Ossa, -ae (f.)
Kola	Cola, -ae (f.). Lapporum
Kolokythia	Gythius, -ii (m.); Gulf of Kolokythia, Laconicus Sinus; Gytheates Sinus
Koniek	Iconium, -ii (n.)
Königsberg	Regiomontum, -i (n.); Mona Regius (m.); of or belonging to Königsberg,
Regiomontanus	-a, -um
Kopenhagen	v. Copenhagen
Krimea	v. Crimea
Kronstadt	v. Cronstadt
Kuban	Hypanis, -is (m.)
Kudros	Cytorus, -i (f.)
Kur	Cyrus, -i (m.)
Kurds	Carduchi, -orum (m.); Kurdistan, Cardochia, -ae (f.)
Kuttenberg	Cutna, -ae (f.)
Kyle	Coila, -ae (f.)
Kyll	Celbis or Gelbis, -is (m.)
Labdacus	Labdacus, -i (m.), of or relating to Labdacus, descended from Lobdacus, Labdacius, -a, -um (poet. for Theban); sons or descendants of Labdacus, Labdacidae, -arum (m.)
Labeo	Labeo, -onis (m.)
Laberia	Laberia, -ae (f.)
Laberius	Laberius, -ii (m.); of or relating to Laberius, Laberianus, -a, -um
Labicum	Labicum, -i (n.); of or belonging to Labicum, Labicanus, -a, -um; the inhabitants ofLabicum, Labici, -orum (m.)
Labienus	Labienus, -i (m.); of or relating to Labienus, Labienianus, -a, -um
Labinius	Labinius, -ii (m.)
Labulla	Labulla, -ae (f.)
Labullus	Labullus, -i (m.)
Lacedaemon	Lacedaemon, -onis (f.); Sparta, -ae (f.). q. v.; of or belonging to Lacedaemon, Lacedaemonian, Lacedaemonius, -a, um
Lacerius	Lacerius, -ii (m.)
Lacetania	Lacetania, -ae (f.); the inhabitants of Lacetania, Lacetani, -orum (m.)
Laches	Laches, -etis (m.)
Lachesis	Lachesis, -is (f.)
Lacinium	Lacinium, -ii (n.); of or belonging to Lacinium, Lacinian, Lacinius, -a, -um, and Laciniensis, -e
Lacobriga	Lacobriga, -ae (f.); of or belonging to Lacobriga, Lacobrigensis, -e
Lacon	Lacon, -onis (m.)
Laconia	Laconia, -ae (f.); of or belonging to Laconia, Laconian, Laconicus, -a, -um; a Laconian, Laco or Lacon, -onis (m.); Lacaena, -ae (f.)
Lactantius	Lactantius, -ii (m.)
Lactucinus	Lactucinus, -i (m.)
Lacydes	Lacydes, -is (m.)
Ladas	Ladas, -ae (m.)
Lade	Lade, -es (f.)
Ladon	Ladon, -onis (m.)
Laeca	Laeca, -ae (m.)
Laelaps	Laelaps, -apis (m.)
Laelia	Laelia, -ae (f.)
Laelius	Laelius, -ii (m.); of or belonging to Laelius, Laelianus, -a, -um
Laenas	Laenas, -atis (m.)
Laërte	Laërte, -es (f.); of Laërte, Laërtius, -a, -um
Laërtes	Laërtes, and poet, Laerta, -ae (m.); of or relating to Laërtes, Laërtius, -a, -um; son of Laértes, Laertiades, -ae (m.)
Laestrygones	Laestrygones, -um (m.); of the Laestrygones, Laestrygonian, Laestrygonius, -a, -um
